dataset,wsi_id
TCIA-CPTAC,C3N-03877-21
TCIA-CPTAC,C3N-03877-22
TCIA-CPTAC,C3N-03877-23
TCIA-CPTAC,C3N-03880-21
TCIA-CPTAC,C3N-03880-22
TCIA-CPTAC,C3N-03880-23
TCIA-CPTAC,C3N-03882-21
TCIA-CPTAC,C3N-03882-22
TCIA-CPTAC,C3N-03882-23
TCIA-CPTAC,C3N-03886-21
TCIA-CPTAC,C3N-03886-22
TCIA-CPTAC,C3N-03886-23
TCIA-CPTAC,C3N-03886-26
TCIA-CPTAC,C3N-03890-21
TCIA-CPTAC,C3N-03890-22
TCIA-CPTAC,C3N-03890-23
TCIA-CPTAC,C3N-03890-26
TCIA-CPTAC,C3N-03911-21
TCIA-CPTAC,C3N-03911-22
TCIA-CPTAC,C3N-03911-23
TCIA-CPTAC,C3N-03911-26
TCIA-CPTAC,C3N-03921-21
TCIA-CPTAC,C3N-03921-22
TCIA-CPTAC,C3N-03921-23
TCIA-CPTAC,C3N-03921-26
TCIA-CPTAC,C3N-03923-21
TCIA-CPTAC,C3N-03923-22
TCIA-CPTAC,C3N-03923-23
TCIA-CPTAC,C3N-03923-26
TCIA-CPTAC,C3N-03929-21
TCIA-CPTAC,C3N-03929-22
TCIA-CPTAC,C3N-03929-23
TCIA-CPTAC,C3N-03929-26
TCIA-CPTAC,C3N-04124-21
TCIA-CPTAC,C3N-04124-22
TCIA-CPTAC,C3N-04124-23
TCIA-CPTAC,C3N-04127-21
TCIA-CPTAC,C3N-04127-22
TCIA-CPTAC,C3N-04127-23
TCIA-CPTAC,C3N-04155-21
TCIA-CPTAC,C3N-04155-22
TCIA-CPTAC,C3N-04155-23
TCIA-CPTAC,C3N-04155-26
TCIA-CPTAC,C3N-04157-21
TCIA-CPTAC,C3N-04157-22
TCIA-CPTAC,C3N-04157-23
TCIA-CPTAC,C3N-04157-26
TCIA-CPTAC,C3N-04162-21
TCIA-CPTAC,C3N-04162-22
TCIA-CPTAC,C3N-04162-23
TCIA-CPTAC,C3N-04162-26
TCIA-CPTAC,C3N-04166-21
TCIA-CPTAC,C3N-04166-22
TCIA-CPTAC,C3N-04166-23
TCIA-CPTAC,C3N-04166-26
TCIA-CPTAC,C3N-04167-21
TCIA-CPTAC,C3N-04167-22
TCIA-CPTAC,C3N-04167-23
TCIA-CPTAC,C3N-04167-26
TCIA-CPTAC,C3N-04168-21
TCIA-CPTAC,C3N-04168-22
TCIA-CPTAC,C3N-04168-23
TCIA-CPTAC,C3N-04168-26
TCIA-CPTAC,C3N-04169-22
TCIA-CPTAC,C3N-04169-29
TCIA-CPTAC,C3N-04170-21
TCIA-CPTAC,C3N-04170-26
TCIA-CPTAC,C3N-04171-26
TCIA-CPTAC,C3N-04171-29
TCIA-CPTAC,C3N-04173-21
TCIA-CPTAC,C3N-04173-29
TCIA-CPTAC,C3N-04176-27
TCIA-CPTAC,C3N-04176-29
TCIA-CPTAC,C3N-04179-26
TCIA-CPTAC,C3N-04179-29
TCIA-CPTAC,C3N-04180-21
TCIA-CPTAC,C3N-04180-30
TCIA-CPTAC,C3N-04297-24
TCIA-CPTAC,C3N-04297-29
TCIA-CPTAC,C3N-04330-21
TCIA-CPTAC,C3N-04330-22
TCIA-CPTAC,C3N-04330-23
TCIA-CPTAC,C3N-04330-26
TCIA-CPTAC,C3N-04382-21
TCIA-CPTAC,C3N-04382-22
TCIA-CPTAC,C3N-04382-26
TCIA-CPTAC,C3N-04382-27
TCIA-CPTAC,C3N-04457-21
TCIA-CPTAC,C3N-04457-22
TCIA-CPTAC,C3N-04457-23
TCIA-CPTAC,C3N-04457-26
TCIA-CPTAC,C3N-04609-21
TCIA-CPTAC,C3N-04609-22
TCIA-CPTAC,C3N-04609-23
TCIA-CPTAC,C3N-04609-26
TCIA-CPTAC,C3N-04616-21
TCIA-CPTAC,C3N-04616-22
TCIA-CPTAC,C3N-04616-23
TCIA-CPTAC,C3N-04616-26
TCIA-CPTAC,C3N-04673-24
TCIA-CPTAC,C3N-04673-29
TCIA-CPTAC,C3N-04701-24
TCIA-CPTAC,C3N-04701-29
TCIA-CPTAC,C3N-04713-26
TCIA-CPTAC,C3N-04714-21
TCIA-CPTAC,C3N-04714-25
TCIA-CPTAC,C3N-05078-21
TCIA-CPTAC,C3N-05078-25
TCIA-CPTAC,C3N-05079-21
TCIA-CPTAC,C3N-05079-28
TCIA-CPTAC,C3N-05080-25
TCIA-CPTAC,C3N-05080-27
TCIA-CPTAC,C3N-05100-27
TCIA-CPTAC,C3N-05629-21
TCIA-CPTAC,C3N-05629-26
TCIA-CPTAC,C3N-05630-22
TCIA-CPTAC,C3N-05630-26
TCIA-CPTAC,C3N-05914-27
TCIA-CPTAC,C3N-05914-29
TCIA-CPTAC,C3N-05915-21
TCIA-CPTAC,C3N-05915-29
TCIA-CPTAC,C3N-05923-21
TCIA-CPTAC,C3N-05923-29
TCIA-CPTAC,C3N-05929-23
TCIA-CPTAC,C3N-05929-25
